customerID,SeniorCitizen,gender,tenure,MonthlyCharges,Contract,InternetService,TechSupport,TotalCharges,Churn
0531-ZZJWQ,1,Male,55,74.0,Month-to-month,Fiber optic,No,4052.4,No
6537-QLGEX,0,Female,16,38.9,Month-to-month,DSL,No,664.4,No
2688-BHGOG,1,Male,9,79.55,Month-to-month,Fiber optic,No,718.55,No
7683-CBDKJ,0,Male,14,65.45,Month-to-month,DSL,No,937.6,Yes
0946-CLJTI,1,Male,58,98.7,Month-to-month,Fiber optic,No,5812.6,Yes
3160-TYXLT,0,Male,53,46.3,Month-to-month,DSL,No,2546.85,No
1325-USMEC,0,Male,70,99.35,Two year,Fiber optic,No,6944.5,No
0916-QOFDP,1,Female,14,95.8,Month-to-month,Fiber optic,No,1346.3,No
0628-CNQRM,0,Male,22,67.5,One year,DSL,Yes,1544.05,Yes
5606-AMZBO,0,Female,10,78.15,Month-to-month,Fiber optic,No,765.15,No
6199-IPCAO,0,Female,29,26.1,Two year,No,No internet service,692.55,No
7665-TOALD,0,Female,1,69.6,Month-to-month,Fiber optic,No,69.6,Yes
0112-QWPNC,0,Male,49,84.35,One year,DSL,Yes,4059.35,Yes
0324-BRPCJ,1,Female,68,100.2,Month-to-month,Fiber optic,No,6851.65,Yes
2777-PHDEI,0,Female,1,78.05,Month-to-month,Fiber optic,No,78.05,Yes
5640-CAXOA,0,Female,30,40.35,One year,DSL,Yes,1187.05,No
2235-EZAIK,0,Female,72,79.2,Two year,DSL,Yes,5401.9,No
3847-BAERP,0,Female,10,20.9,Month-to-month,No,No internet service,247,No
1196-AMORA,0,Male,7,73.6,Month-to-month,Fiber optic,No,520,Yes
4282-YMKNA,0,Female,9,74.75,Month-to-month,Fiber optic,No,706.6,Yes
1453-RZFON,0,Female,1,49.9,Month-to-month,DSL,No,49.9,No
8263-OKETD,0,Female,20,68.9,Month-to-month,DSL,Yes,1370.35,No
0670-KDOMA,0,Female,1,20.25,Month-to-month,No,No internet service,20.25,No
2476-YGEFM,0,Female,29,76.0,Month-to-month,Fiber optic,No,2215.25,No
8687-BAFGU,0,Male,1,74.0,Month-to-month,Fiber optic,Yes,74,No
0641-EVBOJ,0,Male,3,82.3,Month-to-month,Fiber optic,Yes,214.4,No
0829-XXPLX,0,Female,20,89.4,Month-to-month,Fiber optic,No,1871.15,No
9974-JFBHQ,0,Male,64,99.15,Month-to-month,Fiber optic,Yes,6171.2,No
5356-RHIPP,0,Male,1,20.2,Month-to-month,No,No internet service,20.2,Yes
6624-JDRDS,0,Female,6,29.45,Month-to-month,DSL,No,161.45,No
0608-JDVEC,0,Male,50,19.8,Two year,No,No internet service,1013.2,No
9780-FKVVF,0,Male,6,59.15,Month-to-month,DSL,No,336.7,No
1919-RTPQD,0,Male,7,44.75,Month-to-month,DSL,No,333.65,No
5214-NLTIT,0,Male,72,90.8,Two year,Fiber optic,No,6511.8,No
3345-PBBFH,0,Male,8,49.55,Month-to-month,DSL,No,393.45,No
5055-BRMNE,0,Female,67,106.7,Two year,Fiber optic,Yes,7009.5,No
9189-JWSHV,1,Female,24,93.55,Month-to-month,Fiber optic,No,2264.05,Yes
2190-PHBHR,0,Female,72,94.45,Two year,Fiber optic,No,6921.7,No
2650-GYRYL,0,Male,33,19.45,One year,No,No internet service,600.25,No
0746-JTRFU,0,Male,2,25.05,Month-to-month,DSL,No,56.35,Yes
5208-FVQKB,0,Male,70,67.95,Two year,DSL,Yes,4664.15,No
7184-LRUUR,0,Female,22,65.25,One year,DSL,No,1441.8,No
6627-CFOSN,0,Female,59,99.45,Month-to-month,Fiber optic,No,5623.7,No
3982-JGSFD,0,Male,36,20.35,One year,No,No internet service,695.85,No
1574-DYCWE,0,Female,51,19.95,Two year,No,No internet service,1028.75,No
7247-XOZPB,0,Male,53,77.4,One year,DSL,Yes,4155.95,No
2466-FCCPT,0,Female,20,19.7,One year,No,No internet service,395.6,No
6211-WWLTF,0,Male,63,99.7,Two year,Fiber optic,No,6330.4,No
4826-TZEVA,0,Female,40,74.8,Month-to-month,Fiber optic,No,2971.7,No
6016-NXBNJ,0,Male,35,19.15,One year,No,No internet service,638,No
9138-EFSMO,0,Male,26,78.95,One year,Fiber optic,No,2034.25,No
0576-WNXXC,1,Male,27,95.55,Month-to-month,Fiber optic,No,2510.2,Yes
4632-XJMEX,0,Male,53,62.85,One year,DSL,Yes,3419.5,No
8910-LEDAG,1,Male,34,71.55,Month-to-month,Fiber optic,No,2427.35,No
3452-GWUIN,1,Female,19,94.95,Month-to-month,Fiber optic,No,1760.25,No
2716-GFZOR,0,Male,43,86.1,Month-to-month,Fiber optic,No,3551.65,No
3724-UCSHY,0,Male,6,19.55,Month-to-month,No,No internet service,122.9,No
8626-XHBIE,0,Male,56,24.8,Two year,No,No internet service,1424.2,No
4628-CTTLA,0,Male,57,39.3,Month-to-month,DSL,No,2111.45,Yes
3192-LNKRK,0,Male,34,84.05,Month-to-month,Fiber optic,No,2909.95,No
4439-YRNVD,0,Female,10,36.25,Month-to-month,DSL,Yes,374,No
2876-VBBBL,0,Female,1,20.25,Month-to-month,No,No internet service,20.25,Yes
6834-NXDCA,0,Female,13,23.9,Month-to-month,DSL,No,300.8,Yes
2208-UGTGR,0,Male,56,98.6,Month-to-month,Fiber optic,No,5581.05,No
3005-TYFRD,0,Female,55,103.65,Month-to-month,Fiber optic,No,5676.65,No
8670-MEFCP,0,Female,36,92.9,Two year,DSL,Yes,3379.25,No
3079-BCHLN,0,Male,47,19.9,One year,No,No internet service,942.95,No
7777-UNYHB,0,Female,12,20.1,Month-to-month,No,No internet service,232.4,No
5597-GLBUC,0,Female,1,85.45,Month-to-month,Fiber optic,No,85.45,Yes
7278-CKDNC,1,Male,24,80.5,Month-to-month,Fiber optic,No,2088.45,No
2748-MYRVK,0,Female,63,99.9,One year,Fiber optic,No,6137,Yes
8450-UYIBU,1,Female,35,39.85,Month-to-month,DSL,No,1434.6,No
2969-VAPYH,0,Female,67,60.5,One year,DSL,Yes,3870,No
4822-YCXMX,0,Male,25,84.8,Month-to-month,Fiber optic,No,2043.45,Yes
7181-OQCUT,0,Male,21,103.85,Month-to-month,Fiber optic,No,2215,No
8474-UMLNT,0,Female,13,67.8,Month-to-month,DSL,Yes,842.25,No
9821-POOTN,0,Male,35,75.2,Month-to-month,Fiber optic,No,2576.2,Yes
3836-FZSDJ,1,Male,71,24.85,Two year,No,No internet service,1901,No
9142-XMYJH,0,Female,29,19.35,Month-to-month,No,No internet service,601.6,No
6559-ILWKJ,0,Male,71,49.35,Two year,DSL,No,3515.25,Yes
0187-QSXOE,1,Male,7,89.0,Month-to-month,Fiber optic,No,605.45,No
7733-UDMTP,1,Female,57,55.0,Month-to-month,DSL,No,3094.05,No
2649-HWLYB,0,Male,65,76.15,Two year,DSL,Yes,4929.55,No
5214-CHIWJ,0,Male,27,20.3,One year,No,No internet service,595.05,No
4229-CZMLL,0,Male,6,74.9,Month-to-month,Fiber optic,No,469.8,Yes
6904-JLBGY,1,Female,72,117.35,Two year,Fiber optic,Yes,8436.25,No
2465-BLLEU,0,Male,1,19.75,Month-to-month,No,No internet service,19.75,No
1685-VAYJF,0,Male,11,45.2,Month-to-month,DSL,No,492,No
8874-EJNSR,0,Male,39,25.2,Two year,No,No internet service,987.95,No
6917-YACBP,1,Female,59,89.75,Month-to-month,Fiber optic,No,5496.9,No
5049-MUBWG,0,Male,26,75.0,One year,DSL,Yes,1908.35,No
4223-WOZCM,1,Male,2,49.95,Month-to-month,DSL,No,107.1,No
0769-MURVM,0,Female,72,65.7,Two year,DSL,Yes,4575.35,No
9253-VIFJQ,0,Male,65,67.05,One year,DSL,No,4309.55,No
7030-FZTFM,0,Male,72,110.9,Two year,Fiber optic,Yes,7922.75,No
9741-YLNTD,0,Male,6,87.95,Month-to-month,Fiber optic,Yes,522.35,No
5917-RYRMG,1,Male,32,19.8,One year,No,No internet service,587.7,No
5120-ZBLAI,0,Female,50,75.7,One year,DSL,No,3876.2,No
1194-BHJYC,0,Male,61,62.15,Two year,DSL,Yes,3778.85,No
3663-MITLP,0,Female,15,101.25,Month-to-month,Fiber optic,No,1457.25,Yes
0906-QVPMS,0,Male,72,115.15,Two year,Fiber optic,Yes,8349.45,No
9025-ZRPVR,0,Male,9,18.95,Month-to-month,No,No internet service,185.6,Yes
1905-OEILC,0,Female,1,19.5,Month-to-month,No,No internet service,19.5,No
7858-GTZSP,0,Female,12,86.55,Month-to-month,Fiber optic,No,1066.9,No
3285-UCQVC,0,Female,37,28.6,Month-to-month,DSL,Yes,973.55,Yes
6248-BSHKG,0,Male,61,20.4,One year,No,No internet service,1226.45,No
4685-TFLLS,0,Male,18,19.8,One year,No,No internet service,342.3,No
3470-BTGQO,0,Male,21,45.65,Month-to-month,DSL,No,985.05,No
1209-VFFOC,0,Male,68,56.4,Two year,DSL,Yes,3948.45,No
8224-DWCKX,1,Male,12,73.3,Month-to-month,Fiber optic,No,828.05,No
5482-PLVPE,1,Female,2,24.35,Month-to-month,DSL,No,41.85,Yes
4553-DVPZG,0,Female,62,101.35,Month-to-month,Fiber optic,No,6164.7,No
4902-OHLSK,1,Female,29,98.65,Month-to-month,Fiber optic,Yes,2862.75,Yes
6917-IAYHD,0,Male,1,33.6,Month-to-month,DSL,Yes,33.6,No
0495-ZBNGW,1,Male,5,79.9,Month-to-month,Fiber optic,No,343.95,Yes
8620-RJPZN,0,Female,1,20.7,Month-to-month,No,No internet service,20.7,No
7572-KPVKK,0,Male,62,104.05,Two year,Fiber optic,Yes,6590.5,No
2642-MAWLJ,0,Female,36,20.25,Two year,No,No internet service,717.95,No
2357-COQEK,1,Female,28,103.3,Month-to-month,Fiber optic,Yes,2890.65,Yes
7103-ZGVNT,0,Female,69,73.7,One year,DSL,Yes,4885.85,No
3737-GCSPV,0,Female,11,96.2,Month-to-month,Fiber optic,Yes,1222.05,Yes
2027-WKXMW,0,Female,63,108.75,Month-to-month,Fiber optic,Yes,6871.7,No
7137-NAXML,0,Male,23,20.15,One year,No,No internet service,405.6,No
2428-ZMCTB,0,Male,10,19.75,Month-to-month,No,No internet service,208.25,No
2961-VNFKL,0,Female,71,25.95,Two year,No,No internet service,1801.9,No
1768-HNVGJ,1,Female,45,70.05,Month-to-month,DSL,Yes,3062.45,No
6963-KQYQB,0,Female,70,24.05,Two year,No,No internet service,1764.75,No
5934-RMPOV,0,Female,22,84.75,Month-to-month,Fiber optic,No,1816.75,No
1207-BLKSA,0,Female,52,23.05,Two year,No,No internet service,1255.1,No
4088-YLDSU,0,Male,55,104.15,One year,Fiber optic,Yes,5743.05,Yes
8316-BBQAY,0,Female,65,59.95,Two year,DSL,Yes,3921.1,No
1166-PQLGG,0,Female,72,19.55,Two year,No,No internet service,1463.45,No
3146-JTQHR,0,Male,10,19.6,One year,No,No internet service,189.45,No
4291-YZODP,0,Female,7,20.05,One year,No,No internet service,96.8,No
4395-PZMSN,1,Male,5,85.55,Month-to-month,Fiber optic,No,408.5,No
6427-FEFIG,0,Female,24,78.6,Two year,DSL,No,1846.65,No
0017-IUDMW,0,Female,72,116.8,Two year,Fiber optic,Yes,8456.75,No
8706-HRADD,0,Male,21,43.55,Month-to-month,DSL,Yes,1011.5,No
9955-QOPOY,0,Male,69,60.8,One year,DSL,Yes,4263.4,No
4385-ZKVNW,0,Male,44,54.9,Month-to-month,DSL,Yes,2549.1,No
5446-DKWYW,1,Female,61,65.2,One year,DSL,No,3965.05,No
2034-CGRHZ,1,Male,24,102.95,Month-to-month,Fiber optic,No,2496.7,Yes
5797-APWZC,0,Female,1,90.6,Month-to-month,Fiber optic,No,90.6,Yes
3683-QKIUE,0,Female,6,50.8,Month-to-month,DSL,Yes,288.05,Yes
4228-ZGYUW,0,Male,4,90.05,Month-to-month,Fiber optic,No,368.1,Yes
9031-ZVQPT,0,Male,72,108.2,Two year,Fiber optic,Yes,7840.6,No
2990-IAJSV,0,Male,72,92.0,Two year,DSL,Yes,6632.75,No
8107-KNCIM,1,Male,14,75.1,Month-to-month,Fiber optic,No,1013.35,No
9027-YFHQJ,0,Male,7,25.05,Month-to-month,No,No internet service,152.95,No
5176-LDKUH,0,Female,48,75.15,One year,Fiber optic,No,3772.65,No
4644-OBGFZ,0,Male,55,19.5,One year,No,No internet service,1026.35,No
7926-IJOOU,0,Male,1,19.3,Month-to-month,No,No internet service,19.3,No
6480-YAGIY,0,Male,45,112.2,One year,Fiber optic,Yes,5031.85,No
4029-HPFVY,0,Male,3,70.3,Month-to-month,Fiber optic,No,220.4,No
7602-DBTOU,0,Female,71,19.6,Two year,No,No internet service,1416.5,No
5345-BMKWB,0,Male,8,20.25,Month-to-month,No,No internet service,158.35,No
3519-ZKXGG,0,Female,3,75.85,Month-to-month,Fiber optic,No,256.6,Yes
5457-COLHT,0,Male,69,80.65,Two year,DSL,Yes,5542.55,No
6416-TVAIH,0,Male,1,68.5,Month-to-month,Fiber optic,No,68.5,Yes
5451-YHYPW,1,Female,72,115.75,Two year,Fiber optic,Yes,8443.7,No
5108-ADXWO,0,Male,11,73.5,Month-to-month,Fiber optic,No,791.75,Yes
7998-WNZEM,0,Male,71,80.6,Two year,DSL,Yes,5708.2,No
3066-RRJIO,0,Female,1,69.95,Month-to-month,Fiber optic,No,69.95,Yes
4664-NJCMS,0,Female,33,59.55,Two year,DSL,Yes,2016.3,No
0307-BCOPK,0,Female,16,19.05,One year,No,No internet service,326.65,No
7629-WFGLW,1,Female,56,95.65,One year,Fiber optic,Yes,5471.75,No
2542-HYGIQ,0,Female,1,19.95,Month-to-month,No,No internet service,19.95,No
6715-OFDBP,0,Male,5,70.05,Month-to-month,DSL,No,346.4,Yes
5016-LIPDW,0,Male,57,19.4,One year,No,No internet service,1061.6,No
6481-LXPWL,0,Male,56,36.1,One year,DSL,No,1971.5,No
1567-DSCIC,0,Male,8,94.0,Month-to-month,Fiber optic,No,773.65,Yes
2150-UWTFY,0,Female,22,61.15,Month-to-month,DSL,No,1422.05,Yes
6124-ACRHJ,0,Female,1,19.75,Month-to-month,No,No internet service,19.75,No
9362-MWODR,0,Female,40,64.1,Month-to-month,DSL,Yes,2460.35,No
9975-GPKZU,0,Male,46,19.75,Two year,No,No internet service,856.5,No
9625-RZFUK,0,Male,63,19.7,Two year,No,No internet service,1275.85,No
5153-LXKDT,0,Male,68,110.2,Two year,Fiber optic,No,7467.5,No
5161-UBZXI,0,Male,69,106.35,Two year,Fiber optic,Yes,7261.75,No
1020-JPQOW,0,Female,56,90.55,Month-to-month,Fiber optic,Yes,5116.6,No
7919-ZODZZ,0,Female,10,65.9,One year,DSL,No,660.05,No
0565-JUPYD,0,Male,63,104.5,One year,Fiber optic,Yes,6590.8,No
6867-ACCZI,0,Female,24,52.5,Two year,DSL,Yes,1208.15,No
5939-XAIXZ,0,Female,19,56.1,Month-to-month,DSL,No,1033.9,No
9054-FOWNV,0,Male,22,88.75,Month-to-month,Fiber optic,No,1885.15,No
2683-BPJSO,0,Male,29,84.45,Month-to-month,Fiber optic,No,2467.1,Yes
2157-MXBJS,0,Male,13,75.3,One year,DSL,No,989.45,Yes
8207-VVMYB,0,Female,70,26.0,Two year,No,No internet service,2006.95,No
9732-EQMWY,0,Female,49,99.4,Month-to-month,Fiber optic,No,5025,No
9360-AHGNL,1,Female,43,109.55,One year,Fiber optic,Yes,4830.25,Yes
1087-UDSIH,0,Female,3,19.6,Month-to-month,No,No internet service,59.75,Yes
5269-NRGDP,0,Male,42,73.15,One year,DSL,Yes,3088.25,No
6195-MELTI,0,Male,57,54.65,One year,DSL,Yes,3134.7,No
5485-WUYWF,1,Male,2,66.4,Month-to-month,DSL,No,94.55,Yes
2121-JAFOM,0,Female,72,115.55,Two year,Fiber optic,Yes,8312.4,No
8818-DOPVL,1,Female,46,104.45,Month-to-month,Fiber optic,No,4863.85,No
2632-UCGVD,1,Male,66,100.05,Month-to-month,Fiber optic,Yes,6871.9,Yes
5445-PZWGX,0,Male,62,102.0,One year,Fiber optic,Yes,6529.25,Yes
1227-UDMZR,0,Female,72,91.15,Two year,DSL,Yes,6637.9,No
5198-HQAEN,0,Male,35,89.7,One year,Fiber optic,Yes,3165.6,No
9170-CCKOU,0,Male,17,90.2,Month-to-month,Fiber optic,No,1454.15,Yes
2167-FQSTQ,0,Female,72,92.4,Two year,DSL,Yes,6786.1,No
2819-GWENI,0,Female,28,19.9,One year,No,No internet service,543,No
1043-YCUTE,0,Male,56,25.15,Two year,No,No internet service,1327.15,Yes
3814-MLAXC,0,Female,31,79.85,Month-to-month,Fiber optic,Yes,2404.15,Yes
3572-UUHRS,0,Male,45,18.85,One year,No,No internet service,867.3,No
2692-PFYTJ,0,Female,1,25.75,Month-to-month,No,No internet service,25.75,No
1226-UDFZR,0,Female,2,49.6,Month-to-month,DSL,No,114.7,Yes
5955-EPOAZ,0,Female,6,20.95,Month-to-month,No,No internet service,109.5,No
6821-JPCDC,0,Female,48,97.05,One year,Fiber optic,No,4692.95,No
8815-LMFLX,0,Male,25,25.4,Month-to-month,No,No internet service,546.85,No
9135-HSWOC,0,Male,64,19.7,Two year,No,No internet service,1274.05,No
8582-KRHPJ,0,Male,50,35.0,Month-to-month,DSL,No,1782.4,No
5811-IWXYM,0,Female,52,101.25,One year,Fiber optic,No,5301.1,No
7044-YAACC,1,Male,4,70.2,Month-to-month,Fiber optic,No,280.35,No
8189-XRIKE,1,Female,32,90.95,Month-to-month,Fiber optic,No,2897.95,No
1506-YJTYT,0,Male,45,73.85,Two year,DSL,Yes,3371,No
4123-DVHPH,0,Male,9,88.05,Month-to-month,Fiber optic,No,801.3,No
6425-YQLLO,1,Female,66,105.95,One year,Fiber optic,Yes,6975.25,Yes
5442-UTCVD,0,Male,3,91.85,Month-to-month,Fiber optic,No,257.05,Yes
2228-BZDEE,0,Female,54,20.1,Two year,No,No internet service,1079.45,No
7734-DBOAI,0,Female,1,40.1,Month-to-month,DSL,Yes,40.1,Yes
2789-CZANW,0,Female,64,110.3,Two year,Fiber optic,Yes,6997.3,No
2091-RFFBA,1,Female,31,73.9,Month-to-month,Fiber optic,No,2217.15,Yes
2114-MGINA,0,Female,14,89.8,Month-to-month,Fiber optic,No,1129.1,Yes
7596-LDUXP,0,Female,12,85.15,One year,Fiber optic,No,979.05,No
3740-RLMVT,1,Male,67,60.95,One year,DSL,Yes,4119.4,No
4489-SNOJF,0,Female,35,72.25,Month-to-month,DSL,Yes,2568.55,Yes
2192-OZITF,0,Female,45,73.55,Two year,DSL,Yes,3349.1,No
5651-CPDND,0,Male,10,46.0,Month-to-month,DSL,No,492.1,No
2186-QZEYA,1,Female,29,58.55,Month-to-month,DSL,No,1718.95,No
1131-ALZWV,0,Female,24,24.6,One year,No,No internet service,605.25,No
7729-XBTWX,0,Male,66,19.75,Two year,No,No internet service,1344.5,No
9134-WYRVP,0,Male,51,86.35,One year,Fiber optic,No,4267.15,No
3284-SVCRO,0,Female,45,25.5,Two year,No,No internet service,1121.05,No
9732-OUYRN,0,Female,49,19.0,One year,No,No internet service,918.7,No
0559-CKHUS,0,Female,29,19.55,Two year,No,No internet service,521.8,No
2931-SVLTV,0,Male,40,110.1,Month-to-month,Fiber optic,Yes,4469.1,No
6899-PPEEA,1,Female,37,96.55,Month-to-month,Fiber optic,No,3580.3,Yes
7504-UWHNB,0,Male,25,69.75,Month-to-month,Fiber optic,No,1729.35,No
2582-FFFZR,0,Female,22,50.6,Month-to-month,DSL,No,1073.3,No
8908-NMQTX,0,Male,72,65.6,Two year,DSL,Yes,4566.5,No
2187-LZGPL,0,Female,7,40.1,Month-to-month,DSL,No,293.3,Yes
1431-AIDJQ,0,Male,33,82.1,Two year,DSL,Yes,2603.1,No
6288-LBEAR,0,Female,23,79.1,Month-to-month,Fiber optic,Yes,1783.75,No
4597-NUCQV,1,Male,24,101.25,Month-to-month,Fiber optic,No,2440.15,Yes
9019-QVLZD,0,Female,1,79.55,Month-to-month,Fiber optic,No,79.55,Yes
8413-YNHNV,0,Male,69,90.65,Two year,DSL,Yes,6322.1,No
5808-TOTXO,0,Female,3,20.55,One year,No,No internet service,57.4,No
4369-NYSCF,0,Male,56,75.75,One year,DSL,Yes,4284.65,No
6333-YDVLT,0,Male,65,110.0,One year,Fiber optic,Yes,7138.65,No
5324-KTGCG,0,Male,71,20.85,One year,No,No internet service,1539.75,No
5599-HVLTW,1,Female,14,80.35,Month-to-month,Fiber optic,No,1058.1,No
7394-LWLYN,0,Female,2,70.15,Month-to-month,Fiber optic,No,123.8,No
3707-LRWZD,0,Female,32,84.05,One year,Fiber optic,No,2781.85,Yes
6873-UDNLD,0,Male,40,67.45,Month-to-month,DSL,No,2731,No
2700-LUEVA,0,Male,1,20.75,Month-to-month,No,No internet service,20.75,No
1455-ESIQH,0,Male,1,89.1,Month-to-month,Fiber optic,No,89.1,Yes
0958-YHXGP,0,Female,7,69.9,Month-to-month,Fiber optic,No,497.3,No
1101-SSWAG,0,Female,15,51.1,Month-to-month,DSL,No,711.15,No
2979-SXESE,0,Female,17,94.4,Month-to-month,Fiber optic,No,1607.2,Yes
4013-TLDHQ,0,Male,19,78.25,Month-to-month,Fiber optic,No,1490.95,Yes
5743-KHMNA,0,Male,71,25.55,Two year,No,No internet service,1898.1,No
4194-FJARJ,0,Female,54,60.0,Two year,DSL,Yes,3273.95,No
5325-UWTWJ,0,Male,31,90.55,Month-to-month,Fiber optic,Yes,2929.75,No
3969-GYXEL,0,Female,11,76.4,Month-to-month,Fiber optic,No,838.7,No
9208-OLGAQ,1,Female,18,84.95,Month-to-month,Fiber optic,No,1443.65,No
3244-CQPHU,1,Female,72,110.1,Two year,Fiber optic,Yes,7746.7,No
2674-MLXMN,1,Female,71,99.65,Month-to-month,Fiber optic,No,6951.15,No
9708-HPXWZ,1,Male,5,45.4,Month-to-month,DSL,Yes,214.75,No
6992-TKNYO,0,Male,38,69.0,One year,DSL,Yes,2669.45,No
4468-YDOVK,0,Male,5,48.65,Month-to-month,DSL,Yes,235.2,No
3754-DXMRT,1,Male,2,44.15,Month-to-month,DSL,No,92.65,Yes
5792-JALQC,1,Female,52,59.85,Two year,DSL,No,3103.25,No
7130-VTEWQ,1,Female,8,75.75,Month-to-month,Fiber optic,No,606.25,Yes
2200-DSAAL,0,Female,68,80.65,Two year,DSL,No,5330.2,No
4302-ZYFEL,0,Male,69,20.55,One year,No,No internet service,1403.1,No
9351-LZYGF,0,Female,42,66.4,Month-to-month,DSL,Yes,2727.8,No
4366-CTOUZ,0,Female,50,100.2,Two year,Fiber optic,Yes,5038.45,No
6121-VZNQB,0,Female,1,19.1,Month-to-month,No,No internet service,19.1,Yes
7903-CMPEY,1,Male,1,80.3,Month-to-month,Fiber optic,No,80.3,Yes
1518-OMDIK,0,Male,33,44.55,Month-to-month,DSL,No,1462.6,No
6671-NGWON,0,Female,7,20.35,Month-to-month,No,No internet service,150.6,No
0595-ITUDF,0,Male,64,91.8,Month-to-month,Fiber optic,No,5960.5,No
6996-KNSML,0,Female,1,74.9,Month-to-month,Fiber optic,No,74.9,Yes
1955-IBMMB,0,Male,59,20.2,Two year,No,No internet service,1192.3,No
0096-BXERS,0,Female,6,50.35,Month-to-month,DSL,No,314.55,No
3806-YAZOV,0,Female,3,18.8,Month-to-month,No,No internet service,56,No
7998-ZLXWN,0,Female,15,20.45,Month-to-month,No,No internet service,330.8,No
6253-WRFHY,0,Male,13,64.75,One year,DSL,No,877.35,No
9133-AYJZG,0,Female,23,98.7,Month-to-month,Fiber optic,No,2249.1,No
2675-OTVVJ,1,Male,31,89.45,Month-to-month,Fiber optic,No,2807.65,No
8680-CGLTP,0,Male,29,58.75,One year,DSL,Yes,1696.2,No
8430-TWCBX,0,Female,49,20.7,One year,No,No internet service,1032.05,No
5018-GWURO,0,Female,56,85.6,Month-to-month,Fiber optic,No,4902.8,No
6741-QRLUP,0,Female,63,80.3,Two year,DSL,Yes,4995.35,No
4737-HOBAX,0,Male,63,79.8,Two year,DSL,Yes,5034.05,No
0537-QYZZN,1,Male,24,79.85,Month-to-month,Fiber optic,No,1857.75,No
3340-QBBFM,1,Male,36,54.1,One year,DSL,Yes,1992.85,No
1704-NRWYE,1,Female,9,80.85,Month-to-month,Fiber optic,No,751.65,Yes
2592-SEIFQ,0,Male,3,24.75,Month-to-month,DSL,No,66.95,Yes
8200-KLNYW,0,Female,21,80.9,One year,DSL,Yes,1714.95,No
3372-CDXFJ,0,Male,13,24.5,One year,No,No internet service,343.6,No
4781-ZXYGU,0,Male,1,20.15,Month-to-month,No,No internet service,20.15,No
7632-YUTXB,0,Female,25,20.05,One year,No,No internet service,520.1,No
2718-YSKCS,0,Male,71,19.6,Two year,No,No internet service,1387.45,No
9896-UYMIE,0,Male,66,114.3,One year,Fiber optic,Yes,7383.7,No
0853-NWIFK,0,Female,45,100.3,One year,Fiber optic,No,4483.95,No
8212-CRQXP,0,Female,22,80.0,Month-to-month,Fiber optic,No,1706.45,No
6980-CDGFC,0,Female,67,20.85,One year,No,No internet service,1327.4,No
7691-XVTZH,0,Female,68,89.95,Two year,Fiber optic,No,5974.3,No
2520-SGTTA,0,Female,0,20.0,Two year,No,No internet service, ,No
7481-ATQQS,1,Female,49,90.85,Month-to-month,Fiber optic,No,4515.85,Yes
2277-VWCNI,1,Female,4,48.75,Month-to-month,DSL,No,179.85,No
1088-CNNKB,0,Male,63,80.0,One year,DSL,Yes,5040.2,No
8642-GVWRF,0,Female,2,79.7,Month-to-month,Fiber optic,No,165,Yes
1930-BZLHI,0,Male,21,20.35,One year,No,No internet service,422.7,No
3400-ESFUW,0,Male,55,57.55,Two year,DSL,Yes,3046.4,Yes
5868-YTYKS,0,Male,1,20.25,Month-to-month,No,No internet service,20.25,No
3525-DVKFN,0,Female,17,19.4,Two year,No,No internet service,358.05,No
1482-OXZSY,0,Male,30,100.4,Month-to-month,Fiber optic,No,2936.25,No
0377-JBKKT,0,Male,22,57.95,Month-to-month,DSL,Yes,1271.8,No
5778-BVOFB,0,Female,9,59.5,Month-to-month,DSL,Yes,530.05,No
3373-YZZYM,0,Male,1,19.2,Month-to-month,No,No internet service,19.2,No
2057-ZBLPD,0,Female,21,86.5,Month-to-month,Fiber optic,No,1808.7,Yes
0228-MAUWC,0,Male,19,59.55,Month-to-month,DSL,Yes,1144.6,No
5502-RLUYV,0,Female,69,103.95,Month-to-month,Fiber optic,No,7446.9,Yes
0023-HGHWL,1,Male,1,25.1,Month-to-month,DSL,No,25.1,Yes
7663-YJHSN,0,Female,72,103.95,Two year,Fiber optic,Yes,7556.9,No
4915-BFSXL,0,Male,70,68.95,Two year,DSL,No,4858.7,No
3086-RUCRN,0,Female,66,103.1,Month-to-month,Fiber optic,Yes,6595,No
5215-LNLDJ,0,Female,7,24.7,Month-to-month,DSL,No,149.05,No
7576-JMYWV,1,Female,46,110.2,Month-to-month,Fiber optic,Yes,4972.1,No
9039-RBEEE,0,Male,39,48.95,Month-to-month,DSL,Yes,1880.85,Yes
0257-KXZGU,0,Female,32,62.45,Month-to-month,DSL,No,2045.55,No
1307-ATKGB,0,Male,24,89.55,Month-to-month,Fiber optic,No,2187.15,No
8417-FMLZI,0,Male,6,83.55,Month-to-month,Fiber optic,No,477.55,Yes
3714-XPXBW,0,Female,37,78.9,Month-to-month,DSL,Yes,2976.95,No
1850-AKQEP,0,Male,8,20.35,Month-to-month,No,No internet service,178.7,No
2824-DXNKN,0,Female,72,71.45,Two year,DSL,No,5025.85,No
5227-JSCFE,1,Male,71,46.35,Two year,DSL,Yes,3353.4,No
0848-ZGQIJ,0,Female,16,94.65,Month-to-month,Fiber optic,No,1461.15,No
3621-CHYVB,0,Female,57,49.9,Month-to-month,DSL,Yes,2782.4,No
8042-RNLKO,0,Male,66,25.45,One year,No,No internet service,1699.15,No
